Test loss: 5.8731, Test accuracy: 0.0004
Test loss: 6.0719, Test accuracy: 0.0003
Test loss: 4.9210, Test accuracy: 0.0022
Test loss: 5.2972, Test accuracy: 0.0001
Test loss: 6.4260, Test accuracy: 0.0002
Test loss: 5.8287, Test accuracy: 0.0002
Test loss: 5.3262, Test accuracy: 0.0007
Test loss: 5.9473, Test accuracy: 0.0001
Test loss: 5.9451, Test accuracy: 0.0004
Test loss: 5.2473, Test accuracy: 0.0010
Test loss: 6.3326, Test accuracy: 0.0004
Test loss: 5.9094, Test accuracy: 0.0010
Test loss: 5.8091, Test accuracy: 0.0006
Test loss: 5.7439, Test accuracy: 0.0004
Test loss: 6.0769, Test accuracy: 0.0007
Test loss: 4.4164, Test accuracy: 0.0020
Test loss: 4.8020, Test accuracy: 0.0015
Test loss: 6.1630, Test accuracy: 0.0005
Test loss: 5.2423, Test accuracy: 0.0007
Test loss: 4.3053, Test accuracy: 0.0031
