Test loss: 3.1914, Test accuracy: 0.2074
Test loss: 3.7974, Test accuracy: 0.1480
Test loss: 3.7771, Test accuracy: 0.1507
Test loss: 4.1236, Test accuracy: 0.0807
Test loss: 4.2105, Test accuracy: 0.1439
Test loss: 3.7909, Test accuracy: 0.1202
Test loss: 3.3607, Test accuracy: 0.2087
Test loss: 3.9194, Test accuracy: 0.1920
Test loss: 3.6793, Test accuracy: 0.1540
Test loss: 3.9168, Test accuracy: 0.1533
Test loss: 3.5883, Test accuracy: 0.2738
Test loss: 4.0273, Test accuracy: 0.1657
Test loss: 4.0400, Test accuracy: 0.2840
Test loss: 3.8161, Test accuracy: 0.1143
Test loss: 4.0520, Test accuracy: 0.1426
Test loss: 3.6017, Test accuracy: 0.2367
Test loss: 3.6451, Test accuracy: 0.1628
Test loss: 3.5773, Test accuracy: 0.2643
Test loss: 4.1554, Test accuracy: 0.2106
Test loss: 3.6935, Test accuracy: 0.1788
