Test loss: 0.6130, Test accuracy: 0.7927
Test loss: 0.4305, Test accuracy: 0.8395
Test loss: 0.5446, Test accuracy: 0.8116
Test loss: 0.4870, Test accuracy: 0.8273
Test loss: 0.5487, Test accuracy: 0.8071
Test loss: 0.7148, Test accuracy: 0.7762
Test loss: 0.5776, Test accuracy: 0.7968
Test loss: 0.4785, Test accuracy: 0.8298
Test loss: 0.6205, Test accuracy: 0.8032
Test loss: 0.6524, Test accuracy: 0.7886
Test loss: 0.3815, Test accuracy: 0.8602
Test loss: 0.7733, Test accuracy: 0.7657
Test loss: 0.4610, Test accuracy: 0.8286
Test loss: 0.6269, Test accuracy: 0.7958
Test loss: 0.6462, Test accuracy: 0.7979
Test loss: 0.5800, Test accuracy: 0.7997
Test loss: 0.4888, Test accuracy: 0.8251
Test loss: 0.4272, Test accuracy: 0.8364
Test loss: 0.7357, Test accuracy: 0.7733
Test loss: 0.5287, Test accuracy: 0.8161
