Test loss: 2.4698, Test accuracy: 0.0534
Test loss: 0.6473, Test accuracy: 0.6975
Test loss: 2.5061, Test accuracy: 0.0366
Test loss: 0.6009, Test accuracy: 0.7247
Test loss: 0.2960, Test accuracy: 0.8534
Test loss: 3.0934, Test accuracy: 0.0179
Test loss: 0.7699, Test accuracy: 0.6573
Test loss: 1.9219, Test accuracy: 0.0857
Test loss: 3.7313, Test accuracy: 0.0134
Test loss: 3.5942, Test accuracy: 0.0165
Test loss: 2.7142, Test accuracy: 0.0368
Test loss: 0.3661, Test accuracy: 0.8144
Test loss: 3.2147, Test accuracy: 0.0250
Test loss: 0.6323, Test accuracy: 0.6887
Test loss: 2.2671, Test accuracy: 0.0538
Test loss: 0.7481, Test accuracy: 0.6609
Test loss: 1.8683, Test accuracy: 0.1054
Test loss: 0.5511, Test accuracy: 0.7239
Test loss: 0.3688, Test accuracy: 0.8191
Test loss: 0.6925, Test accuracy: 0.5000
