Test loss: 1.4427, Test accuracy: 0.2987
Test loss: 1.4651, Test accuracy: 0.3187
Test loss: 0.8189, Test accuracy: 0.6598
Test loss: 1.9675, Test accuracy: 0.1064
Test loss: 0.9626, Test accuracy: 0.6209
Test loss: 1.0321, Test accuracy: 0.6157
Test loss: 1.3328, Test accuracy: 0.4133
Test loss: 1.1667, Test accuracy: 0.5898
Test loss: 1.4244, Test accuracy: 0.3564
Test loss: 1.4589, Test accuracy: 0.3812
Test loss: 1.7110, Test accuracy: 0.1234
Test loss: 1.5738, Test accuracy: 0.2733
Test loss: 0.7919, Test accuracy: 0.6791
Test loss: 0.8674, Test accuracy: 0.5415
Test loss: 1.9728, Test accuracy: 0.0745
Test loss: 2.6239, Test accuracy: 0.0174
Test loss: 1.9249, Test accuracy: 0.1891
Test loss: 1.0239, Test accuracy: 0.6018
Test loss: 1.1505, Test accuracy: 0.4980
Test loss: 2.2890, Test accuracy: 0.0308
